COUNTRY,POSTAL_CODE,CITY,STATE
RO,510141,Alba Iulia,Alba
RO,510142,Alba Iulia,Alba
RO,510143,Alba Iulia,Alba
RO,510144,Alba Iulia,Alba
RO,510145,Alba Iulia,Alba
RO,510146,Alba Iulia,Alba
RO,510147,Alba Iulia,Alba
RO,510149,Alba Iulia,Alba
RO,510150,Alba Iulia,Alba
RO,510151,Alba Iulia,Alba
RO,510152,Alba Iulia,Alba
RO,510153,Alba Iulia,Alba
RO,510154,Alba Iulia,Alba
RO,510155,Alba Iulia,Alba
RO,510156,Alba Iulia,Alba
RO,510157,Alba Iulia,Alba
RO,510158,Alba Iulia,Alba
RO,510159,Alba Iulia,Alba
RO,510160,Alba Iulia,Alba
RO,510161,Alba Iulia,Alba
RO,510162,Alba Iulia,Alba
RO,510163,Alba Iulia,Alba
RO,510164,Alba Iulia,Alba
RO,510165,Alba Iulia,Alba
RO,510166,Alba Iulia,Alba
RO,510167,Alba Iulia,Alba
RO,510168,Alba Iulia,Alba
RO,510169,Alba Iulia,Alba
RO,510170,Alba Iulia,Alba
RO,510171,Alba Iulia,Alba
RO,510172,Alba Iulia,Alba
RO,510173,Alba Iulia,Alba
RO,510174,Alba Iulia,Alba
RO,510175,Alba Iulia,Alba
RO,510176,Alba Iulia,Alba
RO,510177,Alba Iulia,Alba
RO,510178,Alba Iulia,Alba
RO,510179,Alba Iulia,Alba
RO,510181,Alba Iulia,Alba
RO,510182,Alba Iulia,Alba
RO,510183,Alba Iulia,Alba
RO,510184,Alba Iulia,Alba
RO,510185,Alba Iulia,Alba
RO,510186,Alba Iulia,Alba
RO,510187,Alba Iulia,Alba
RO,510189,Alba Iulia,Alba
RO,510190,Alba Iulia,Alba
RO,510191,Alba Iulia,Alba
RO,510192,Alba Iulia,Alba
RO,510193,Alba Iulia,Alba
RO,510194,Alba Iulia,Alba
RO,510197,Alba Iulia,Alba
RO,510198,Alba Iulia,Alba
RO,510199,Alba Iulia,Alba
RO,510200,Alba Iulia,Alba
RO,510201,Alba Iulia,Alba
RO,510202,Alba Iulia,Alba
RO,510205,Alba Iulia,Alba
RO,510206,Alba Iulia,Alba
RO,510207,Alba Iulia,Alba
RO,510208,Alba Iulia,Alba
RO,510209,Alba Iulia,Alba
RO,510210,Alba Iulia,Alba
RO,510211,Alba Iulia,Alba
RO,510213,Alba Iulia,Alba
RO,510214,Alba Iulia,Alba
RO,510215,Alba Iulia,Alba
RO,510216,Alba Iulia,Alba
RO,510217,Alba Iulia,Alba
RO,510218,Alba Iulia,Alba
RO,510219,Alba Iulia,Alba
RO,510220,Alba Iulia,Alba
RO,510221,Alba Iulia,Alba
RO,510222,Alba Iulia,Alba
RO,510223,Alba Iulia,Alba
RO,510224,Alba Iulia,Alba
RO,510225,Alba Iulia,Alba
RO,510226,Alba Iulia,Alba
RO,510227,Alba Iulia,Alba
RO,510228,Alba Iulia,Alba
RO,510229,Alba Iulia,Alba
RO,510230,Alba Iulia,Alba
RO,510231,Alba Iulia,Alba
RO,510232,Alba Iulia,Alba
RO,510233,Alba Iulia,Alba
RO,510234,Alba Iulia,Alba
RO,510235,Alba Iulia,Alba
RO,510236,Alba Iulia,Alba
RO,510237,Alba Iulia,Alba
RO,510238,Alba Iulia,Alba
RO,510239,Alba Iulia,Alba
RO,510240,Alba Iulia,Alba
RO,510241,Alba Iulia,Alba
RO,510242,Alba Iulia,Alba
RO,510243,Alba Iulia,Alba
RO,510244,Alba Iulia,Alba
RO,510245,Alba Iulia,Alba
RO,510246,Alba Iulia,Alba
RO,510247,Alba Iulia,Alba
RO,510248,Alba Iulia,Alba
RO,510249,Alba Iulia,Alba
RO,510250,Alba Iulia,Alba
RO,510251,Alba Iulia,Alba
RO,510252,Alba Iulia,Alba
RO,510253,Alba Iulia,Alba
RO,510254,Alba Iulia,Alba
RO,510255,Alba Iulia,Alba
RO,510256,Alba Iulia,Alba
RO,510257,Alba Iulia,Alba
RO,510258,Alba Iulia,Alba
RO,510259,Alba Iulia,Alba
RO,510260,Alba Iulia,Alba
RO,510261,Alba Iulia,Alba
RO,510262,Alba Iulia,Alba
RO,510263,Alba Iulia,Alba
RO,510264,Alba Iulia,Alba
RO,510265,Alba Iulia,Alba
RO,510266,Alba Iulia,Alba
RO,510267,Alba Iulia,Alba
RO,510268,Alba Iulia,Alba
RO,510269,Alba Iulia,Alba
RO,510270,Alba Iulia,Alba
RO,510271,Alba Iulia,Alba
RO,510272,Alba Iulia,Alba
RO,510273,Alba Iulia,Alba
RO,510274,Alba Iulia,Alba
RO,510275,Alba Iulia,Alba
RO,510276,Alba Iulia,Alba
RO,510277,Alba Iulia,Alba
RO,510278,Alba Iulia,Alba
RO,510279,Alba Iulia,Alba
RO,510280,Alba Iulia,Alba
RO,510281,Alba Iulia,Alba
RO,510282,Alba Iulia,Alba
RO,510283,Alba Iulia,Alba
RO,510284,Alba Iulia,Alba
RO,510285,Alba Iulia,Alba
RO,510286,Alba Iulia,Alba
RO,510287,Alba Iulia,Alba
RO,510288,Alba Iulia,Alba
RO,510289,Alba Iulia,Alba
RO,510290,Alba Iulia,Alba
RO,510291,Alba Iulia,Alba
RO,510292,Alba Iulia,Alba
RO,510293,Alba Iulia,Alba
RO,510294,Alba Iulia,Alba
RO,510295,Alba Iulia,Alba
RO,510296,Alba Iulia,Alba
RO,510297,Alba Iulia,Alba
RO,510298,Alba Iulia,Alba
RO,510299,Alba Iulia,Alba
RO,510301,Alba Iulia,Alba
RO,510302,Alba Iulia,Alba
RO,510303,Alba Iulia,Alba
RO,510304,Alba Iulia,Alba
RO,510305,Alba Iulia,Alba
RO,510306,Alba Iulia,Alba
RO,510307,Alba Iulia,Alba
RO,510308,Alba Iulia,Alba
RO,510309,Alba Iulia,Alba
RO,510311,Alba Iulia,Alba
RO,510312,Alba Iulia,Alba
RO,510313,Alba Iulia,Alba
RO,510314,Alba Iulia,Alba
RO,510315,Alba Iulia,Alba
RO,510316,Alba Iulia,Alba
RO,510317,Alba Iulia,Alba
RO,510318,Alba Iulia,Alba
RO,510319,Alba Iulia,Alba
RO,510321,Alba Iulia,Alba
RO,510322,Alba Iulia,Alba
RO,510323,Alba Iulia,Alba
RO,510324,Alba Iulia,Alba
RO,510325,Alba Iulia,Alba
RO,510326,Alba Iulia,Alba
RO,510327,Alba Iulia,Alba
RO,510328,Alba Iulia,Alba
RO,510329,Alba Iulia,Alba
RO,510331,Alba Iulia,Alba
RO,510332,Alba Iulia,Alba
RO,510333,Alba Iulia,Alba
RO,510334,Alba Iulia,Alba
RO,510335,Alba Iulia,Alba
RO,510336,Alba Iulia,Alba
RO,510337,Alba Iulia,Alba
RO,510338,Alba Iulia,Alba
RO,510339,Alba Iulia,Alba
RO,510341,Alba Iulia,Alba
RO,510342,Alba Iulia,Alba
RO,510343,Alba Iulia,Alba
RO,510344,Alba Iulia,Alba
RO,510345,Alba Iulia,Alba
RO,510346,Alba Iulia,Alba
RO,510347,Alba Iulia,Alba
RO,510348,Alba Iulia,Alba
RO,510351,Alba Iulia,Alba
RO,510352,Alba Iulia,Alba
RO,510353,Alba Iulia,Alba
RO,510354,Alba Iulia,Alba
RO,510355,Alba Iulia,Alba
RO,510356,Alba Iulia,Alba
RO,510357,Alba Iulia,Alba
RO,510358,Alba Iulia,Alba
RO,510359,Alba Iulia,Alba
RO,510361,Alba Iulia,Alba
RO,510362,Alba Iulia,Alba
RO,510363,Alba Iulia,Alba
RO,510364,Alba Iulia,Alba
RO,510365,Alba Iulia,Alba
RO,510366,Alba Iulia,Alba
RO,510367,Alba Iulia,Alba
RO,510368,Alba Iulia,Alba
RO,510369,Alba Iulia,Alba
RO,510371,Alba Iulia,Alba
RO,510372,Alba Iulia,Alba
RO,510373,Alba Iulia,Alba
RO,510374,Alba Iulia,Alba
RO,510375,Alba Iulia,Alba
RO,510376,Alba Iulia,Alba
RO,510377,Alba Iulia,Alba
RO,510378,Alba Iulia,Alba
RO,510379,Alba Iulia,Alba
RO,510381,Alba Iulia,Alba
RO,510382,Alba Iulia,Alba
RO,510383,Alba Iulia,Alba
RO,510399,Alba Iulia,Alba
RO,510401,Alba Iulia,Alba
RO,510402,Alba Iulia,Alba
RO,510403,Alba Iulia,Alba
RO,510404,Alba Iulia,Alba
RO,510405,Alba Iulia,Alba
RO,510406,Alba Iulia,Alba
RO,510407,Alba Iulia,Alba
RO,510408,Alba Iulia,Alba
RO,515100,Abrud,Alba
RO,515101,Abrud-Sat,Alba
RO,515102,Gura Cornei,Alba
RO,515103,Soharu,Alba
RO,515200,Aiud,Alba
RO,515201,Aiudul de Sus,Alba
RO,515202,Ciumbrud,Alba
RO,515203,Gâmbaş,Alba
RO,515204,Gârbova de Jos,Alba
RO,515205,Gârbova de Sus,Alba
RO,515206,Gârboviţa,Alba
RO,515207,Măgina,Alba
RO,515208,Păgida,Alba
RO,515209,Sâncrai,Alba
RO,515210,Ţifra,Alba
RO,515300,Baia de Arieş,Alba
RO,515301,Brăzeşti,Alba
RO,515302,Cioara de Sus,Alba
RO,515303,Muncelu,Alba
RO,515304,Sartăş,Alba
RO,515305,Simuleşti,Alba
RO,515400,Blaj,Alba
RO,515401,Deleni-Obârşie,Alba
RO,515402,Fliteşti,Alba
RO,515403,Izvoarele (Blaj),Alba
RO,515404,Mănărade,Alba
RO,515405,Petrisat,Alba
RO,515406,Spătac,Alba
RO,515407,Tiur,Alba
RO,515408,Veza,Alba
RO,515500,Câmpeni,Alba
RO,515501,Bonceşti,Alba
RO,515502,Borleşti,Alba
RO,515503,Boteşti (Câmpeni),Alba
RO,515504,Certege,Alba
RO,515505,Coasta Vâscului,Alba
RO,515506,Dănduţ,Alba
RO,515507,Dealu Bistrii,Alba
RO,515508,Dealu Capsei,Alba
RO,515509,Dric,Alba
RO,515510,Faţa Abrudului,Alba
RO,515511,Floreşti (Câmpeni),Alba
RO,515512,Furduieşti (Câmpeni),Alba
RO,515513,Mihoeşti,Alba
RO,515514,Motorăşti,Alba
RO,515515,Peste Valea Bistrii,Alba
RO,515516,Poduri,Alba
RO,515517,Sorliţa,Alba
RO,515518,Tomuşeşti,Alba
RO,515519,Valea Bistrii,Alba
RO,515520,Valea Caselor,Alba
RO,515521,Vârşi,Alba
RO,515600,Cugir,Alba
RO,515601,Bocşitura,Alba
RO,515602,Bucuru,Alba
RO,515603,Călene,Alba
RO,515604,Feţeni,Alba
RO,515605,Goaşele,Alba
RO,515606,Mugeşti,Alba
RO,515607,Vinerea,Alba
RO,515700,Ocna Mureş,Alba
RO,515701,Cisteiu de Mureş,Alba
RO,515702,Micoşlaca,Alba
RO,515703,Războieni-Cetate,Alba
RO,515704,Uioara de Jos,Alba
RO,515705,Uioara de Sus,Alba
RO,515800,Sebeş,Alba
RO,515801,Lancrăm,Alba
RO,515802,Răhău,Alba
RO,515850,Petreşti,Alba
RO,515900,Teiuş,Alba
RO,515901,Beldiu,Alba
RO,515902,Căpud,Alba
RO,515903,Coşlariu Nou,Alba
RO,515904,Peţelca,Alba
RO,516100,Zlatna,Alba
RO,516101,Boteşti (Zlatna),Alba
RO,516102,Budeni,Alba
RO,516103,Dealu Roatei,Alba
RO,516104,Dobrot,Alba
RO,516105,Dumbrava (Zlatna),Alba
RO,516106,Feneş,Alba
RO,516107,Galaţi,Alba
RO,516108,Izvoru Ampoiului,Alba
RO,516109,Pătrângeni,Alba
RO,516110,Pârău Gruiului,Alba
RO,516111,Pirita,Alba
RO,516112,Podu lui Paul,Alba
RO,516113,Runc (Zlatna),Alba
RO,516114,Ruşi,Alba
RO,516115,Suseni,Alba
RO,516116,Trâmpoiele,Alba
RO,516117,Valea Mică,Alba
RO,516118,Vâltori (Zlatna),Alba
RO,517005,Albac,Alba
RO,517006,Bărăşti,Alba
RO,517007,Budăieşti,Alba
RO,517008,Cioneşti,Alba
RO,517009,Costeşti (Albac),Alba
RO,517011,Dealu Lămăşoi,Alba
RO,517012,Deve,Alba
RO,517013,După Pleşe,Alba
RO,517014,Faţa,Alba
RO,517016,Pleşeşti,Alba
RO,517017,Potionci,Alba
RO,517018,Rogoz,Alba
RO,517019,Roşeşti,Alba
RO,517021,Ruseşti,Alba
RO,517022,Sohodol (Albac),Alba
RO,517023,Tamboreşti,Alba
RO,517030,Almaşu Mare,Alba
RO,517031,Almaşu de Mijloc,Alba
RO,517032,Brădet,Alba
RO,517033,Cheile Cibului,Alba
RO,517034,Cib,Alba
RO,517036,Glod,Alba
RO,517037,Haneş Mină,Alba
RO,517038,Nădăştia,Alba
RO,517040,Arieşeni,Alba
RO,517041,Avrămeşti (Arieşeni),Alba
RO,517042,Bubeşti,Alba
RO,517043,Casa de Piatră,Alba
RO,517044,Cobleş,Alba
RO,517046,Dealu Bajului,Alba
RO,517047,Faţa Cristesei,Alba
RO,517048,Faţa Lăpuşului,Alba
RO,517049,Galbena,Alba
RO,517051,Hodobana,Alba
RO,517052,Izlaz,Alba
RO,517053,Pănteşti,Alba
RO,517054,Pătrăhăiţeşti,Alba
RO,517056,Poieniţa (Arieşeni),Alba
RO,517057,Raviceşti,Alba
RO,517058,Sturu,Alba
RO,517059,Ştei-Arieşeni,Alba
RO,517061,Vanvuceşti,Alba
RO,517065,Avram Iancu,Alba
RO,517066,Achimeţeşti,Alba
RO,517067,Avrămeşti (Avram Iancu),Alba
RO,517068,Bădăi,Alba
RO,517069,Boldeşti,Alba
RO,517071,Călugăreşti,Alba
RO,517072,Căsoaia,Alba
RO,517073,Cândeşti,Alba
RO,517074,Cârăşti,Alba
RO,517076,Cârţuleşti,Alba
RO,517077,Coceşti,Alba
RO,517078,Cocoşeşti,Alba
RO,517079,Coroieşti,Alba
RO,517081,Dealu Crişului,Alba
RO,517082,Doleşti,Alba
RO,517083,Dumăceşti,Alba
RO,517084,Gojeieşti,Alba
RO,517086,Helereşti,Alba
RO,517087,Inceşti (Avram Iancu),Alba
RO,517088,Jojei,Alba
RO,517089,Mărteşti,Alba
RO,517091,Orgeşti,Alba
RO,517092,Pătruţeşti,Alba
RO,517093,Plai (Avram Iancu),Alba
RO,517094,Puşeleşti,Alba
RO,517096,Şoiceşti,Alba
RO,517097,Şterteşti,Alba
RO,517098,Târsa,Alba
RO,517099,Târsa-Plai,Alba
RO,517101,Valea Maciului,Alba
RO,517102,Valea Uţului,Alba
RO,517103,Verdeşti,Alba
RO,517104,Vidrişoara,Alba
RO,517110,Berghin,Alba
RO,517111,Ghirbom,Alba
RO,517112,Henig,Alba
RO,517113,Straja,Alba
RO,517115,Bistra,Alba
RO,517116,Aroneşti,Alba
RO,517117,Băleşti,Alba
RO,517118,Băleşti-Cătun,Alba
RO,517119,Bârleşti (Bistra),Alba
RO,517121,Cheleteni,Alba
RO,517122,Ciuldeşti,Alba
RO,517123,Creţeşti,Alba
RO,517124,Dâmbureni,Alba
RO,517126,Dealu Muntelui,Alba
RO,517127,Durăşti,Alba
RO,517128,Găneşti,Alba
RO,517129,Gârde,Alba
RO,517131,Hodişeşti,Alba
RO,517132,Hudriceşti,Alba
RO,517133,Lipaia,Alba
RO,517134,Lunca Largă (Bistra),Alba
RO,517136,Lunca Merilor,Alba
RO,517137,Mihăieşti,Alba
RO,517138,Nămaş,Alba
RO,517139,Novăceşti,Alba
RO,517141,Perjeşti,Alba
RO,517142,Poiana (Bistra),Alba
RO,517143,Poiu,Alba
RO,517144,Rătitiş,Alba
RO,517146,Runcuri,Alba
RO,517147,Sălăgeşti,Alba
RO,517148,Ştefanca,Alba
RO,517149,Tolăceşti,Alba
RO,517151,Tomnatec,Alba
RO,517152,Trişoreşti,Alba
RO,517153,Ţărăneşti,Alba
RO,517154,Vârşi-Rontu,Alba
RO,517156,Vârşii Mari,Alba
RO,517157,Vârşii Mici,Alba
RO,517160,Blandiana,Alba
RO,517161,Acmariu,Alba
RO,517162,Ibru,Alba
RO,517163,Poieni (Blandiana),Alba
RO,517164,Răcătău,Alba
RO,517165,Bucium,Alba
RO,517166,Angheleşti,Alba
RO,517167,Bisericani,Alba
RO,517168,Bucium-Sat,Alba
RO,517169,Cerbu,Alba
RO,517171,Ciuculeşti,Alba
RO,517172,Coleşeni,Alba
RO,517173,Dogăreşti,Alba
RO,517174,Fereşti,Alba
RO,517176,Floreşti (Bucium),Alba
RO,517177,Gura Izbitei,Alba
RO,517178,Heleşti,Alba
RO,517179,Izbicioara,Alba
RO,517181,Izbita,Alba
RO,517182,Jurcuieşti,Alba
RO,517183,Lupuleşti,Alba
RO,517184,Măgura (Bucium),Alba
RO,517186,Muntari,Alba
RO,517187,Petreni,Alba
RO,517188,Poiana (Bucium),Alba
RO,517189,Poieni (Bucium),Alba
RO,517191,Stâlnişoara,Alba
RO,517192,Valea Abruzel,Alba
RO,517193,Valea Albă,Alba
RO,517194,Valea Cerbului,Alba
RO,517196,Valea Negrilesii,Alba
RO,517197,Valea Poienii (Bucium),Alba
RO,517198,Valea Şesii (Bucium),Alba
RO,517199,Văleni (Bucium),Alba
RO,517201,Vâlcea,Alba
RO,517205,Câlnic,Alba
RO,517206,Cut,Alba
RO,517207,Deal,Alba
RO,517210,Cenade,Alba
RO,517211,Capu Dealului,Alba
RO,517212,Gorgan,Alba
RO,517215,Cergău,Alba
RO,517216,Cergău Mare,Alba
RO,517217,Cergău Mic,Alba
RO,517218,Lupu,Alba
RO,517220,Ceru-Băcăinţi,Alba
RO,517221,Bolovăneşti,Alba
RO,517222,Bulbuc,Alba
RO,517223,Cucuta,Alba
RO,517224,Curpeni,Alba
RO,517226,Dumbrăviţa,Alba
RO,517227,Fântânele,Alba
RO,517228,Groşi,Alba
RO,517229,Valea Mare,Alba
RO,517231,Viezuri,Alba
RO,517235,Cetatea de Baltă,Alba
RO,517236,Crăciunelu de Sus,Alba
RO,517237,Sântămărie,Alba
RO,517238,Tătârlaua,Alba
RO,517240,Ciugud,Alba
RO,517241,Drâmbar,Alba
RO,517242,Limba,Alba
RO,517243,Hăpria,Alba
RO,517244,Şeuşa,Alba
RO,517246,Teleac,Alba
RO,517250,Ciuruleasa,Alba
RO,517251,Bidigeşti,Alba
RO,517252,Bodreşti,Alba
RO,517253,Bogleşti,Alba
RO,517254,Buninginea,Alba
RO,517256,Gheduleşti,Alba
RO,517257,Mătişeşti (Ciuruleasa),Alba
RO,517258,Morăreşti (Ciuruleasa),Alba
RO,517259,Vulcan,Alba
RO,517260,Crăciunelu de Jos,Alba
RO,517261,Bucerdea Grânoasă,Alba
RO,517262,Cornu,Alba
RO,517263,Pădure,Alba
RO,517264,Pânca,Alba
RO,517265,Cricău,Alba
RO,517266,Craiva,Alba
RO,517267,Tibru,Alba
RO,517270,Daia Română,Alba
RO,517275,Doştat,Alba
RO,517276,Boz,Alba
RO,517277,Dealu Doştatului,Alba
RO,517280,Fărău,Alba
RO,517281,Heria,Alba
RO,517282,Medveş,Alba
RO,517283,Sânbenedic,Alba
RO,517284,Şilea,Alba
RO,517285,Galda de Jos,Alba
RO,517286,Benic,Alba
RO,517287,Cetea,Alba
RO,517288,Galda de Sus,Alba
RO,517289,Lupşeni,Alba
RO,517291,Măgura (Galda de Jos),Alba
RO,517292,Mesentea,Alba
RO,517293,Oiejdea,Alba
RO,517294,Poiana Galdei,Alba
RO,517296,Răicani,Alba
RO,517297,Zăgriş,Alba
RO,517305,Gârbova,Alba
RO,517306,Cărpiniş (Gârbova),Alba
RO,517307,Reciu,Alba
RO,517310,Gârda de Sus,Alba
RO,517311,Biharia,Alba
RO,517312,Dealu Frumos (Gârda de Sus),Alba
RO,517313,Dealu Ordâncuşii,Alba
RO,517314,Dobreşti,Alba
RO,517316,Gârda Seacă,Alba
RO,517317,Gheţari,Alba
RO,517318,Hănăşeşti (Gârda de Sus),Alba
RO,517319,Huzăreşti,Alba
RO,517321,Izvoarele (Gârda de Sus),Alba
RO,517322,Munună,Alba
RO,517323,Ocoale,Alba
RO,517324,Plai (Gârda de Sus),Alba
RO,517326,Plişti,Alba
RO,517327,Scoarţa,Alba
RO,517328,Snide,Alba
RO,517329,Suceşti,Alba
RO,517335,Hopârta,Alba
RO,517336,Silivaş,Alba
RO,517337,Şpălnaca,Alba
RO,517338,Turdaş,Alba
RO,517339,Vama Seacă,Alba
RO,517340,Horea,Alba
RO,517341,Baba,Alba
RO,517342,Buteşti (Horea),Alba
RO,517343,Dârleşti,Alba
RO,517344,Fericet,Alba
RO,517346,Giurgiuţ,Alba
RO,517347,Mănceşti,Alba
RO,517348,Mătişeşti (Horea),Alba
RO,517349,Niculeşti,Alba
RO,517351,Pătruşeşti,Alba
RO,517352,Petreasa,Alba
RO,517353,Preluca,Alba
RO,517354,Teiu,Alba
RO,517356,Trifeşti (Horea),Alba
RO,517357,Zânzeşti,Alba
RO,517360,Ighiu,Alba
RO,517361,Bucerdea Vinoasă,Alba
RO,517362,Ighiel,Alba
RO,517363,Şard,Alba
RO,517364,Ţelna,Alba
RO,517365,Întregalde,Alba
RO,517366,Dealu Geoagiului,Alba
RO,517367,Ghioncani,Alba
RO,517368,Ilieşti,Alba
RO,517369,Ivăniş,Alba
RO,517371,Mărineşti,Alba
RO,517372,Modoleşti (Întregalde),Alba
RO,517373,Necrileşti,Alba
RO,517374,Popeşti,Alba
RO,517376,Sfârcea,Alba
RO,517377,Tecşeşti,Alba
RO,517385,Jidvei,Alba
RO,517386,Bălcaciu,Alba
RO,517387,Căpâlna de Jos,Alba
RO,517388,Feisa,Alba
RO,517389,Veseuş,Alba
RO,517390,Livezile,Alba
RO,517391,Izvoarele (Livezile),Alba
RO,517392,Poiana Aiudului,Alba
RO,517393,Vălişoara,Alba
RO,517395,Lopadea Nouă,Alba
RO,517396,Asinip,Alba
RO,517397,Băgău,Alba
RO,517398,Beţa,Alba
RO,517399,Cicârd,Alba
RO,517401,Ciuguzel,Alba
RO,517402,Ocnişoara,Alba
RO,517403,Odverem,Alba
RO,517405,Lunca Mureşului,Alba
RO,517406,Gura Arieşului,Alba
RO,517410,Lupşa,Alba
RO,517411,Bârdeşti,Alba
RO,517412,Bârzan,Alba
RO,517413,Curmătură,Alba
RO,517414,După Deal (Lupşa),Alba
RO,517416,Geamăna,Alba
RO,517417,Hădărău,Alba
RO,517418,Holobani,Alba
RO,517419,Lazuri (Lupşa),Alba
RO,517421,Lunca (Lupşa),Alba
RO,517422,Mănăstire,Alba
RO,517423,Mărgaia,Alba
RO,517424,Muşca,Alba
RO,517426,Pârâu-Cărbunări,Alba
RO,517427,Piţiga,Alba
RO,517428,Poşogani,Alba
RO,517429,Şasa,Alba
RO,517431,Trifeşti (Lupşa),Alba
RO,517432,Valea Holhorii,Alba
RO,517433,Valea Lupşii,Alba
RO,517434,Valea Şesii (Lupşa),Alba
RO,517436,Văi,Alba
RO,517437,Vinţa,Alba
RO,517445,Meteş,Alba
RO,517446,Ampoiţa,Alba
RO,517447,Isca,Alba
RO,517448,Lunca Ampoiţei,Alba
RO,517449,Lunca Meteşului,Alba
RO,517451,Pădurea,Alba
RO,517452,Poiana Ampoiului,Alba
RO,517453,Poiana Ursului,Alba
RO,517454,Presaca Ampoiului,Alba
RO,517456,Remetea,Alba
RO,517457,Tăuţi,Alba
RO,517458,Văleni (Meteş),Alba
RO,517465,Mihalţ,Alba
RO,517466,Cistei,Alba
RO,517467,Obreja,Alba
RO,517468,Zărieş,Alba
RO,517470,Mirăslău,Alba
RO,517471,Cicău,Alba
RO,517472,Decea,Alba
RO,517473,Lopadea Veche,Alba
RO,517474,Ormeniş,Alba
RO,517476,Rachiş,Alba
RO,517480,Mogoş,Alba
RO,517481,Bărbeşti,Alba
RO,517482,Bârleşti (Mogoş),Alba
RO,517483,Bârleşti-Cătun,Alba
RO,517484,Bârzogani,Alba
RO,517486,Boceşti,Alba
RO,517487,Bogdăneşti (Mogoş),Alba
RO,517488,Buteşti (Mogoş),Alba
RO,517489,Cojocani,Alba
RO,517491,Cristeşti,Alba
RO,517492,Mămăligani,Alba
RO,517493,Negreşti,Alba
RO,517494,Onceşti,Alba
RO,517496,Poienile-Mogoş,Alba
RO,517497,Tomeşti,Alba
RO,517498,Valea Barnii,Alba
RO,517499,Valea Bârluţeşti,Alba
RO,517501,Valea Coceşti,Alba
